Momentum,TPC_Signal,TOF_Signal,PID
1.512177,56.373047,0.998461,2
1.067682,56.436523,0.964533,2
1.22938,56.506836,0.994349,2
0.479284,56.649414,1.012055,2
1.291182,57.392578,0.998083,2
0.737829,57.404297,0.997066,2
0.574115,57.525391,0.600696,2
0.976257,57.530273,1.005774,2
1.088394,57.924805,1.000571,2
0.988471,58.545898,1.003705,2
1.340809,58.878906,0.986333,2
1.108886,59.439453,0.986757,2
1.321899,59.802734,1.002954,2
0.919388,60.274414,0.887453,2
1.152992,60.302734,1.005232,2
1.376155,60.34375,1.016204,2
0.810274,61.444336,0.887852,2
0.543695,61.977539,0.73017,2
1.101972,62.041016,0.993212,2
1.471324,62.087891,0.969167,2
1.336446,62.382812,1.013364,2
0.468627,62.613281,0.91638,2
0.954611,63.186523,0.999401,2
1.569063,63.542969,0.998556,2
0.653621,63.621094,0.590143,2
0.641179,63.664062,0.994876,2
0.736257,63.755859,0.948316,2
0.604001,63.764648,0.891105,2
0.952692,64.457031,0.9933,2
0.9888,64.664062,0.998474,2
0.631132,65.861328,0.991817,2
1.18192,65.902344,0.994915,2
1.382614,66.255859,1.009842,2
1.43057,66.402344,0.998193,2
0.632662,66.445312,1.002906,2
1.170262,66.791016,1.001124,2
1.154989,67.283203,1.012539,2
0.542099,67.474609,0.994284,2
1.141152,67.5625,0.852978,2
0.727343,67.820312,0.992578,2
1.115492,67.927734,1.008444,2
0.951373,67.96875,0.997455,2
0.708659,68,1.004765,2
0.597478,68.113281,0.974223,2
0.785,68.841797,1.000796,2
0.987785,69.162109,0.986277,2
0.764829,69.267578,0.995865,2
0.568134,69.474609,0.994346,2
0.781071,69.648438,0.995958,2
1.441665,69.699219,1.0022,2
0.799686,69.71875,1.016653,2
0.887882,69.757812,0.991364,2
1.235328,69.822266,0.994788,2
0.924874,69.917969,0.995457,2
0.601058,69.9375,1.013985,2
0.432368,70.246094,1.002847,2
0.48874,70.375,0.554724,2
0.557508,70.441406,0.997842,2
0.568943,70.476562,0.99666,2
0.679237,70.533203,0.999311,2
1.063197,70.644531,1.00459,2
0.792301,70.732422,1.002491,2
1.257113,70.740234,0.999153,2
0.507558,70.804688,1.001346,2
0.413421,70.828125,0.990331,2
0.480189,70.845703,0.817672,2
0.46301,70.888672,0.988527,2
1.343778,70.941406,0.995209,2
0.90554,71.025391,0.993487,2
1.556908,71.052734,1.013259,2
1.270758,71.261719,0.986908,2
0.827902,71.306641,1.001058,2
1.574436,71.333984,0.994703,2
0.641907,71.423828,0.992109,2
1.224184,71.431641,0.56305,2
1.438393,71.451172,0.998293,2
0.967187,71.589844,0.996813,2
0.679376,71.605469,0.992397,2
0.506831,71.607422,1.000844,2
1.170568,71.755859,1.018918,2
1.313637,71.773438,1.003795,2
0.606805,71.804688,1.003879,2
0.669501,71.833984,0.799029,2
0.552722,71.855469,1.003439,2
0.491338,72.027344,0.981709,2
0.869394,72.066406,1.004594,2
1.166416,72.150391,0.893986,2
0.723692,72.253906,0.998906,2
1.184637,72.269531,0.988253,2
0.675298,72.34375,1.001471,2
0.69659,72.345703,0.992567,2
1.012994,72.351562,1.005745,2
0.541182,72.460938,0.997314,2
1.046398,72.478516,0.995244,2
1.03831,72.578125,0.993039,2
0.768211,72.617188,0.998331,2
1.118491,72.623047,0.992984,2
1.37674,72.623047,0.996611,2
1.140113,72.640625,1.005125,2
1.216615,72.679688,1.005337,2
0.531549,72.697266,0.988935,2
0.55893,72.716797,0.938033,2
1.528944,72.791016,1.005991,2
0.465178,72.822266,0.99252,2
0.964338,72.851562,0.992533,2
1.354196,72.873047,0.985073,2
0.448699,72.884766,0.996497,2
1.164832,72.951172,0.9904,2
0.523334,72.964844,0.987,2
0.414787,72.978516,1.004414,2
0.446692,73.046875,0.99301,2
0.396018,73.140625,0.741947,2
0.767028,73.228516,0.9892,2
0.550305,73.289062,0.993644,2
0.981947,73.296875,0.984269,2
0.440099,73.384766,0.99983,2
1.232747,73.384766,1.003492,2
0.906495,73.425781,0.999339,2
0.636296,73.763672,0.999467,2
1.314816,73.802734,0.996394,2
1.315104,73.810547,1.010768,2
0.450437,73.859375,0.994389,2
1.229078,73.875,0.997923,2
1.110164,73.892578,1.003142,2
0.577507,73.910156,1.00157,2
1.142051,73.953125,0.981143,2
1.081849,73.980469,1.007738,2
0.542118,73.984375,0.999218,2
0.729741,74.007812,1.003259,2
0.771484,74.009766,1.001753,2
1.013576,74.029297,1.005682,2
1.12337,74.060547,0.973953,2
0.568641,74.083984,0.751671,2
0.88097,74.091797,1.001151,2
0.498043,74.318359,0.990771,2
0.588086,74.351562,0.992882,2
0.598433,74.365234,1.00054,2
0.462216,74.371094,0.993698,2
0.678513,74.40625,1.004192,2
1.14326,74.410156,0.992145,2
1.259457,74.480469,1.001119,2
1.036697,74.5625,0.997434,2
0.58581,74.59375,1.01478,2
0.901438,74.652344,1.004862,2
0.773799,74.699219,0.994258,2
1.545534,74.707031,0.999156,2
0.933729,74.751953,0.994198,2
0.498536,74.787109,0.784415,2
0.661461,74.875,0.98598,2
0.910747,74.875,1.005307,2
1.246417,74.914062,0.999616,2
0.798451,74.957031,1.004271,2
0.494473,74.966797,0.996003,2
0.402405,74.96875,0.967877,2
0.587832,75.029297,1.000998,2
0.469602,75.044922,0.99514,2
1.138102,75.123047,0.996386,2
1.055573,75.140625,0.995529,2
0.395216,75.150391,1.008063,2
0.631673,75.154297,0.961641,2
0.768083,75.242188,0.999768,2
0.649108,75.265625,1.008304,2
0.604025,75.267578,0.998534,2
0.463225,75.302734,1.009401,2
0.414217,75.326172,0.999926,2
0.638019,75.339844,1.003601,2
0.422219,75.445312,1.008309,2
0.776842,75.462891,0.997056,2
1.228501,75.472656,1.001269,2
1.596533,75.472656,1.001709,2
1.194381,75.484375,0.99659,2
1.408624,75.488281,0.993692,2
1.437289,75.527344,1.006802,2
0.951206,75.613281,0.994985,2
0.707087,75.642578,1.004468,2
1.553129,75.644531,1.015633,2
0.600155,75.693359,0.990411,2
1.176577,75.71875,0.993992,2
0.499829,75.728516,0.979011,2
1.386054,75.734375,0.992423,2
1.568792,75.771484,1.000968,2
1.467375,75.78125,0.998706,2
1.552667,75.794922,0.97278,2
1.060045,75.908203,0.75504,2
1.487614,75.947266,0.985649,2
1.172635,75.964844,0.991155,2
0.965748,75.988281,0.994926,2
0.604472,76.005859,0.99917,2
0.854253,76.068359,0.992262,2
0.783183,76.101562,0.99441,2
1.356964,76.144531,0.997281,2
0.630775,76.167969,0.995238,2
1.232913,76.195312,1.008796,2
0.569654,76.234375,0.998151,2
1.482202,76.240234,1.00852,2
1.180274,76.246094,0.975925,2
1.345739,76.261719,1.002689,2
1.572496,76.261719,1.003165,2
0.902123,76.292969,0.997032,2
1.169694,76.298828,1.000967,2
0.782732,76.308594,0.997565,2
1.050247,76.314453,0.991898,2
0.621251,76.318359,1.003303,2
1.193098,76.330078,0.98595,2
1.565395,76.330078,0.996982,2
0.69296,76.337891,1.001111,2
0.602926,76.351562,0.992686,2
1.087521,76.353516,1.001907,2
0.506613,76.398438,0.950041,2
0.389371,76.433594,0.995678,2
1.034929,76.466797,0.739583,2
1.148991,76.509766,0.991607,2
0.439902,76.539062,0.997095,2
1.204212,76.5625,0.997771,2
1.138002,76.601562,0.995899,2
1.328762,76.611328,0.996981,2
0.441642,76.689453,0.994594,2
0.984059,76.722656,0.995863,2
0.579063,76.777344,1.000157,2
0.449503,76.785156,0.995125,2
1.067221,76.800781,0.997087,2
0.521968,76.908203,0.993613,2
0.941602,76.978516,0.990212,2
0.494674,77.080078,0.999253,2
0.398605,77.113281,0.984559,2
0.419367,77.113281,0.871051,2
0.590122,77.113281,0.997032,2
0.419859,77.222656,0.992889,2
0.403207,77.296875,1.014203,2
1.294279,77.316406,0.995296,2
0.692137,77.322266,1.001158,2
0.655089,77.402344,0.98371,2
0.492235,77.404297,1.003913,2
0.467434,77.421875,1.003744,2
0.605005,77.421875,0.996713,2
0.514275,77.425781,0.992775,2
0.849216,77.466797,0.997104,2
0.521762,77.482422,0.987527,2
0.934967,77.498047,0.992966,2
1.260481,77.509766,0.998118,2
0.409269,77.529297,0.984247,2
1.569054,77.541016,0.99929,2
1.127527,77.580078,1.003415,2
0.770652,77.689453,0.999799,2
0.617763,77.691406,1.004003,2
0.75947,77.71875,0.997029,2
0.723939,77.740234,1.001196,2
1.076488,77.777344,0.991429,2
0.939152,77.902344,0.99837,2
0.868796,77.994141,0.998006,2
0.452867,78.041016,0.988667,2
0.833573,78.103516,0.998177,2
0.691788,78.128906,0.979273,2
0.768277,78.128906,1.004327,2
0.484819,78.154297,0.987605,2
1.592949,78.154297,1.002506,2
0.655096,78.242188,1.009781,2
0.480326,78.251953,0.987173,2
0.537379,78.251953,0.993503,2
1.025438,78.296875,1.006808,2
0.944888,78.322266,1.001944,2
1.371508,78.333984,0.982963,2
0.69423,78.410156,0.999108,2
0.81405,78.419922,0.988388,2
1.177835,78.441406,0.994194,2
0.903159,78.472656,1.000474,2
0.978924,78.513672,0.998026,2
1.220515,78.535156,1.005337,2
0.831245,78.544922,1.003955,2
0.720994,78.621094,1.0157,2
0.855233,78.642578,1.004557,2
0.67883,78.666016,0.997658,2
1.515604,78.673828,1.003212,2
0.84064,78.71875,0.946721,2
0.575421,78.730469,0.826914,2
0.49482,78.744141,0.997164,2
0.803828,78.759766,1.000406,2
0.498132,78.792969,0.992711,2
0.492041,78.802734,1.002884,2
1.135127,78.837891,0.996292,2
0.688254,78.904297,0.990539,2
0.615459,78.912109,1.014766,2
0.49452,78.919922,0.996355,2
0.548324,78.976562,1.007252,2
1.174587,78.978516,0.992153,2
1.013695,78.982422,0.981033,2
0.939248,78.996094,1.011288,2
1.104797,79.007812,0.999402,2
1.241218,79.011719,0.99814,2
0.837931,79.015625,0.996803,2
0.552702,79.041016,1.000121,2
0.476136,79.054688,0.998323,2
1.452658,79.09375,1.001305,2
0.55819,79.138672,0.989563,2
0.580323,79.15625,0.989176,2
0.503757,79.212891,0.996701,2
1.316677,79.244141,0.96152,2
1.557057,79.251953,0.987165,2
1.252434,79.292969,0.99922,2
1.154469,79.306641,0.998679,2
0.447889,79.335938,0.984915,2
1.283576,79.337891,0.99194,2
0.950543,79.380859,0.993212,2
0.507032,79.386719,0.994332,2
0.611396,79.423828,0.936705,2
0.684776,79.431641,0.997728,2
0.407616,79.433594,0.984103,2
0.649902,79.433594,0.999745,2
1.129632,79.443359,0.999848,2
1.452049,79.457031,0.99292,2
1.31946,79.484375,0.733982,2
0.607895,79.501953,0.992877,2
0.649017,79.501953,0.994666,2
1.373313,79.521484,1.001454,2
0.534218,79.523438,0.966872,2
0.446886,79.535156,0.990829,2
1.051173,79.582031,0.978638,2
0.60535,79.601562,0.765244,2
1.430231,79.613281,0.999658,2
0.926134,79.644531,1.001822,2
0.946919,79.666016,0.995416,2
0.496652,79.697266,1.002499,2
0.851094,79.697266,0.988221,2
0.876437,79.708984,0.99244,2
1.399833,79.789062,1.011364,2
0.408677,79.818359,0.989275,2
0.612425,79.820312,1.000326,2
1.019164,79.833984,0.996344,2
0.417993,79.910156,1.010788,2
1.183112,79.941406,1.00251,2
0.608889,79.943359,0.982776,2
1.379003,80,0.998421,2
0.59661,80.005859,0.959742,2
0.674029,80.107422,0.971426,2
0.800968,80.107422,1.002822,2
0.548117,80.128906,0.987411,2
0.629301,80.15625,0.988134,2
0.582565,80.195312,0.991081,2
0.609301,80.212891,1.000787,2
0.538342,80.220703,0.992329,2
0.512803,80.294922,0.993741,2
0.872822,80.298828,1.00705,2
0.699962,80.351562,0.595973,2
0.945384,80.392578,1.000138,2
1.444564,80.392578,1.002066,2
0.44969,80.404297,0.991547,2
0.541201,80.431641,0.98604,2
0.98026,80.441406,0.997363,2
0.53902,80.462891,0.996212,2
0.885582,80.484375,0.985686,2
0.975097,80.5,0.99849,2
0.874191,80.527344,0.999607,2
0.612022,80.537109,1.004735,2
0.819077,80.554688,1.005273,2
0.501549,80.566406,0.977884,2
1.18434,80.589844,0.969659,2
0.698541,80.595703,0.989541,2
0.594271,80.671875,1.002985,2
0.939052,80.699219,0.986552,2
0.78403,80.714844,0.999206,2
0.909857,80.716797,0.965306,2
0.664734,80.71875,0.997746,2
1.455303,80.736328,1.001682,2
1.236398,80.738281,0.996595,2
1.446192,80.740234,1.007184,2
1.589154,80.740234,0.997584,2
0.82159,80.744141,0.995502,2
0.888153,80.806641,0.998628,2
1.040578,80.808594,1.006029,2
0.472695,80.824219,1.004937,2
0.600506,80.847656,0.997776,2
0.493111,80.867188,0.989961,2
0.512044,80.876953,1.013494,2
0.517488,80.939453,0.996645,2
0.446701,80.974609,0.991125,2
0.826425,80.980469,1.007679,2
0.603706,81.03125,0.989312,2
1.304297,81.042969,0.998085,2
0.685693,81.064453,0.994712,2
0.7981,81.095703,0.993202,2
0.718558,81.125,0.99958,2
1.075193,81.136719,0.987299,2
1.441989,81.154297,0.989745,2
0.754617,81.171875,0.993094,2
0.948789,81.171875,0.990707,2
1.107042,81.191406,1.001246,2
1.515348,81.203125,0.992192,2
1.221624,81.207031,0.991949,2
0.64229,81.212891,0.996028,2
1.37046,81.216797,0.991012,2
0.477835,81.228516,0.874861,2
0.567228,81.230469,0.996645,2
1.072849,81.244141,1.002011,2
0.916837,81.261719,1.000166,2
0.817608,81.265625,1.004861,2
1.264459,81.28125,0.810808,2
0.782514,81.283203,0.998761,2
1.443483,81.294922,0.992994,2
1.157147,81.302734,0.986931,2
1.59608,81.318359,1.001169,2
1.357509,81.333984,1.017525,2
1.162828,81.378906,1.005722,2
0.585811,81.392578,0.991475,2
0.502438,81.423828,1.001548,2
0.53464,81.427734,1.004641,2
0.515825,81.431641,0.989548,2
0.599331,81.496094,1.002698,2
0.701905,81.503906,0.966702,2
0.852737,81.548828,0.99152,2
0.864393,81.566406,0.99929,2
0.479094,81.572266,0.929359,2
0.576564,81.603516,0.992319,2
0.506344,81.644531,0.745264,2
0.732949,81.691406,1.00173,2
0.834464,81.695312,0.997313,2
0.537634,81.748047,1.014027,2
0.924396,81.751953,1.013708,2
0.571313,81.773438,0.980397,2
1.251335,81.773438,1.004184,2
0.646836,81.779297,1.017208,2
1.417159,81.820312,1.004982,2
0.654132,81.828125,1.003547,2
0.986721,81.828125,0.986321,2
1.391108,81.832031,1.013805,2
0.590276,81.833984,1.003238,2
0.460117,81.873047,0.989274,2
0.704118,81.912109,0.997091,2
1.266822,81.960938,1.00638,2
1.556359,81.962891,0.995146,2
1.591972,81.976562,0.999629,2
0.535808,81.980469,1.00078,2
1.382456,81.990234,1.000043,2
0.891986,81.994141,0.986884,2
0.686109,82.009766,0.992151,2
0.801559,82.011719,1.008578,2
0.979999,82.039062,1.003451,2
0.508583,82.046875,0.989244,2
0.812117,82.087891,0.83555,2
1.017891,82.09375,0.994344,2
0.674403,82.15625,0.991729,2
1.002499,82.195312,0.993738,2
1.196264,82.201172,1.0014,2
0.527432,82.210938,0.996138,2
1.543483,82.25,0.997647,2
0.439172,82.255859,1.011676,2
0.74822,82.291016,1.000109,2
0.539102,82.294922,0.737749,2
1.593354,82.322266,0.996243,2
0.92313,82.341797,0.995346,2
1.200602,82.376953,0.517467,2
0.51184,82.40625,0.997995,2
1.439571,82.431641,1.00557,2
1.582335,82.460938,0.994864,2
0.526199,82.462891,0.988838,2
1.588807,82.5,0.998119,2
1.083959,82.505859,1.007308,2
0.991717,82.507812,0.793337,2
0.464025,82.576172,0.984353,2
1.374235,82.640625,0.999333,2
0.718056,82.644531,1.002387,2
0.600154,82.664062,0.997599,2
1.03677,82.667969,1.005809,2
1.259917,82.701172,0.991237,2
0.403915,82.728516,0.985672,2
1.323714,82.798828,0.96274,2
1.113484,82.820312,0.992947,2
0.704927,82.84375,1.007237,2
1.12174,82.857422,1.000685,2
0.662047,82.871094,0.998018,2
0.68034,82.892578,0.999882,2
0.757725,82.894531,0.997704,2
1.496482,82.900391,1.003038,2
0.967058,82.916016,1.007998,2
0.430732,82.933594,0.981899,2
0.681206,82.941406,0.99328,2
0.618328,82.966797,1.001658,2
0.622553,83.007812,0.991785,2
0.850479,83.007812,0.993894,2
0.658635,83.011719,0.992102,2
0.385349,83.095703,0.988057,2
1.38486,83.097656,0.994885,2
0.551065,83.109375,0.994754,2
0.717507,83.113281,0.997792,2
0.473357,83.126953,0.982054,2
0.950146,83.130859,1.001758,2
0.611126,83.193359,0.998109,2
0.703436,83.195312,1.003614,2
0.716981,83.201172,0.995391,2
0.439435,83.203125,0.999716,2
0.517142,83.21875,0.993178,2
0.976393,83.224609,0.957876,2
0.683932,83.234375,0.99337,2
0.959009,83.240234,1.003263,2
0.497532,83.244141,1.005795,2
0.971745,83.251953,1.003264,2
0.926867,83.291016,0.99917,2
1.010714,83.373047,0.996025,2
0.766295,83.375,0.997024,2
0.642586,83.376953,0.995051,2
0.625235,83.433594,0.997235,2
0.858272,83.482422,0.983679,2
0.963305,83.498047,0.996601,2
1.390733,83.511719,0.970928,2
1.582146,83.521484,1.000146,2
1.383609,83.556641,0.998005,2
1.159494,83.585938,0.99901,2
0.584969,83.611328,0.995601,2
1.553514,83.611328,1.005215,2
0.525758,83.621094,0.995004,2
1.424033,83.628906,1.000211,2
0.491145,83.632812,1.004852,2
0.478616,83.636719,0.972359,2
1.330475,83.644531,0.988314,2
0.481451,83.667969,0.680654,2
1.009896,83.669922,0.99999,2
0.532697,83.689453,0.99592,2
0.857674,83.722656,0.99477,2
0.388426,83.763672,0.987847,2
1.01834,83.765625,1.003009,2
0.809094,83.783203,1.005852,2
0.549802,83.789062,1.001532,2
1.115054,83.794922,0.989555,2
1.145785,83.835938,0.988764,2
1.556179,83.835938,0.993451,2
0.716608,83.839844,1.002182,2
0.6216,83.849609,0.999401,2
1.205732,83.894531,0.999553,2
0.871738,83.896484,0.980177,2
1.013727,83.958984,0.991776,2
0.686869,84.009766,1.005136,2
1.565467,84.011719,0.994363,2
0.687147,84.021484,0.996866,2
1.154398,84.060547,0.99956,2
0.713909,84.064453,0.997407,2
1.092041,84.121094,0.983777,2
0.600114,84.128906,0.986635,2
0.657606,84.181641,0.997774,2
0.611095,84.1875,0.999253,2
1.107867,84.195312,0.998663,2
0.704125,84.203125,1.008978,2
1.214117,84.208984,1.006292,2
1.498042,84.21875,0.997057,2
0.463737,84.232422,0.993152,2
1.339593,84.234375,0.983418,2
0.748725,84.261719,0.996096,2
0.490914,84.273438,1.000512,2
0.908471,84.294922,1.000409,2
1.424301,84.324219,0.977068,2
0.485879,84.345703,1.017623,2
0.41493,84.351562,0.998695,2
0.408954,84.365234,1.013416,2
0.515529,84.371094,0.997412,2
1.449334,84.378906,0.997824,2
0.834119,84.423828,1.012992,2
1.447558,84.460938,0.998293,2
1.043725,84.470703,0.988589,2
0.806921,84.486328,0.998746,2
0.935498,84.492188,0.989543,2
0.774218,84.498047,0.977275,2
1.328418,84.537109,0.99469,2
0.888874,84.572266,1.005176,2
0.542692,84.583984,1.001878,2
1.300888,84.613281,0.992605,2
0.462905,84.625,1.001596,2
1.390976,84.634766,0.99744,2
1.490001,84.664062,0.919628,2
0.967015,84.673828,0.999165,2
1.08186,84.679688,0.976534,2
0.81699,84.689453,0.994405,2
0.46075,84.708984,0.951757,2
0.650953,84.791016,0.972789,2
0.882312,84.794922,0.990841,2
0.631662,84.806641,0.994095,2
0.991386,84.808594,0.996239,2
0.635708,84.833984,1.014503,2
1.225316,84.841797,1.008603,2
0.557277,84.904297,0.980677,2
0.925228,84.908203,1.000388,2
1.117394,84.914062,0.993094,2
1.572568,84.935547,0.987252,2
0.85865,84.955078,0.980988,2
0.495174,85,1.006683,2
0.653351,85.027344,0.992749,2
0.724194,85.050781,0.996037,2
1.481683,85.054688,0.997305,2
0.625648,85.136719,1.004288,2
0.728511,85.136719,0.9969,2
0.475203,85.148438,0.9486,2
0.608885,85.169922,0.980745,2
0.912298,85.224609,0.991878,2
0.545039,85.232422,0.95868,2
0.388054,85.251953,1.003421,2
1.044091,85.263672,0.995608,2
0.655589,85.287109,0.880427,2
0.752349,85.332031,1.000891,2
0.466346,85.353516,0.992114,2
1.442554,85.357422,1.005968,2
0.863361,85.363281,1.006171,2
0.583309,85.369141,0.999077,2
0.541532,85.392578,1.000954,2
0.805501,85.408203,0.85294,2
0.914577,85.433594,1.005678,2
0.405338,85.464844,0.977821,2
0.872209,85.464844,1.004066,2
1.450494,85.466797,0.995493,2
1.39667,85.478516,0.935434,2
0.775935,85.482422,0.980694,2
0.852353,85.494141,1.002005,2
1.489335,85.5625,1.003227,2
0.516685,85.587891,0.999836,2
0.440752,85.611328,1.004148,2
0.491316,85.628906,0.983179,2
1.104597,85.638672,0.988809,2
0.95692,85.65625,1.000872,2
1.075092,85.669922,0.998004,2
1.032552,85.6875,0.986929,2
0.608324,85.701172,0.990466,2
1.156468,85.820312,1.005308,2
0.685203,85.845703,0.979497,2
0.694358,85.847656,1.011756,2
1.444271,85.900391,0.996824,2
0.424789,85.964844,1.01117,2
0.495351,85.996094,0.990074,2
0.936007,86.046875,1.00948,2
0.93338,86.091797,0.996831,2
0.741171,86.115234,1.01784,2
0.813346,86.121094,0.995602,2
1.350231,86.179688,1.007474,2
1.087741,86.238281,0.982298,2
1.10606,86.265625,1.005137,2
1.289687,86.306641,0.990922,2
1.554271,86.353516,1.004777,2
0.970396,86.382812,1.009233,2
0.848225,86.4375,0.999021,2
0.511366,86.445312,0.997595,2
1.474763,86.478516,0.906963,2
1.137776,86.480469,0.969529,2
0.935261,86.494141,1.004834,2
0.60363,86.496094,0.995351,2
1.127373,86.541016,0.99797,2
0.713425,86.566406,0.997846,2
0.379221,86.578125,0.996735,2
0.805806,86.675781,0.995499,2
1.575278,86.757812,0.985161,2
1.121907,86.769531,0.998477,2
1.059562,86.798828,0.99111,2
0.583775,86.859375,0.99488,2
1.050434,86.859375,0.998473,2
1.040063,86.869141,0.996397,2
0.698617,86.873047,1.007354,2
0.867707,86.941406,1.006007,2
0.909404,86.982422,0.622486,2
1.342258,86.988281,0.992827,2
0.878253,87.005859,0.998258,2
0.899576,87.052734,1.004134,2
1.128533,87.066406,0.991075,2
1.302393,87.210938,0.991341,2
0.597508,87.226562,0.994765,2
0.676062,87.232422,0.977945,2
0.983988,87.251953,0.997508,2
0.538914,87.257812,0.993581,2
0.483899,87.273438,0.687143,2
1.357558,87.294922,0.819432,2
1.01407,87.376953,1.000221,2
0.672189,87.382812,1.012736,2
1.434496,87.400391,0.971769,2
0.990974,87.427734,0.985411,2
1.174125,87.458984,1.004535,2
1.419372,87.466797,0.995607,2
0.623815,87.480469,0.993364,2
0.459244,87.488281,1.004537,2
1.496331,87.556641,1.006088,2
0.66406,87.615234,0.987809,2
1.026782,87.619141,1.003288,2
0.74679,87.654297,1.00621,2
1.234726,87.662109,1.003698,2
0.596189,87.699219,0.971381,2
