Momentum,TPC_Signal,TOF_Signal,PID
1.553129,75.644531,1.015633,0
0.600155,75.693359,0.990411,0
1.176577,75.71875,0.993992,0
0.499829,75.728516,0.979011,0
1.386054,75.734375,0.992423,0
1.568792,75.771484,1.000968,0
1.467375,75.78125,0.998706,0
1.552667,75.794922,0.97278,0
1.060045,75.908203,0.75504,0
1.487614,75.947266,0.985649,0
1.172635,75.964844,0.991155,0
0.965748,75.988281,0.994926,0
0.604472,76.005859,0.99917,0
0.854253,76.068359,0.992262,0
0.783183,76.101562,0.99441,0
1.356964,76.144531,0.997281,0
0.630775,76.167969,0.995238,0
1.232913,76.195312,1.008796,0
0.569654,76.234375,0.998151,0
1.482202,76.240234,1.00852,0
1.180274,76.246094,0.975925,0
1.345739,76.261719,1.002689,0
1.572496,76.261719,1.003165,0
0.902123,76.292969,0.997032,0
1.169694,76.298828,1.000967,0
0.782732,76.308594,0.997565,0
1.050247,76.314453,0.991898,0
0.621251,76.318359,1.003303,0
1.193098,76.330078,0.98595,0
1.565395,76.330078,0.996982,0
0.69296,76.337891,1.001111,0
0.602926,76.351562,0.992686,0
1.087521,76.353516,1.001907,0
0.506613,76.398438,0.950041,0
0.389371,76.433594,0.995678,0
1.034929,76.466797,0.739583,0
1.148991,76.509766,0.991607,0
0.439902,76.539062,0.997095,0
1.204212,76.5625,0.997771,0
1.138002,76.601562,0.995899,0
1.328762,76.611328,0.996981,0
0.441642,76.689453,0.994594,0
0.984059,76.722656,0.995863,0
0.579063,76.777344,1.000157,0
0.449503,76.785156,0.995125,0
1.067221,76.800781,0.997087,0
0.521968,76.908203,0.993613,0
0.941602,76.978516,0.990212,0
0.494674,77.080078,0.999253,0
0.398605,77.113281,0.984559,0
0.419367,77.113281,0.871051,0
0.590122,77.113281,0.997032,0
0.419859,77.222656,0.992889,0
0.403207,77.296875,1.014203,0
1.294279,77.316406,0.995296,0
0.692137,77.322266,1.001158,0
0.655089,77.402344,0.98371,0
0.492235,77.404297,1.003913,0
0.467434,77.421875,1.003744,0
0.605005,77.421875,0.996713,0
0.514275,77.425781,0.992775,0
0.849216,77.466797,0.997104,0
0.521762,77.482422,0.987527,0
0.934967,77.498047,0.992966,0
1.260481,77.509766,0.998118,0
0.409269,77.529297,0.984247,0
1.569054,77.541016,0.99929,0
1.127527,77.580078,1.003415,0
0.770652,77.689453,0.999799,0
0.617763,77.691406,1.004003,0
0.75947,77.71875,0.997029,0
0.723939,77.740234,1.001196,0
1.076488,77.777344,0.991429,0
0.939152,77.902344,0.99837,0
0.868796,77.994141,0.998006,0
0.452867,78.041016,0.988667,0
0.833573,78.103516,0.998177,0
0.691788,78.128906,0.979273,0
0.768277,78.128906,1.004327,0
0.484819,78.154297,0.987605,0
1.592949,78.154297,1.002506,0
0.655096,78.242188,1.009781,0
0.480326,78.251953,0.987173,0
0.537379,78.251953,0.993503,0
1.025438,78.296875,1.006808,0
0.944888,78.322266,1.001944,0
1.371508,78.333984,0.982963,0
0.69423,78.410156,0.999108,0
0.81405,78.419922,0.988388,0
1.177835,78.441406,0.994194,0
0.903159,78.472656,1.000474,0
0.978924,78.513672,0.998026,0
1.220515,78.535156,1.005337,0
0.831245,78.544922,1.003955,0
0.720994,78.621094,1.0157,0
0.855233,78.642578,1.004557,0
0.67883,78.666016,0.997658,0
1.515604,78.673828,1.003212,0
0.84064,78.71875,0.946721,0
0.575421,78.730469,0.826914,0
0.49482,78.744141,0.997164,0
0.803828,78.759766,1.000406,0
0.498132,78.792969,0.992711,0
0.492041,78.802734,1.002884,0
1.135127,78.837891,0.996292,0
0.688254,78.904297,0.990539,0
0.615459,78.912109,1.014766,0
0.49452,78.919922,0.996355,0
0.548324,78.976562,1.007252,0
1.174587,78.978516,0.992153,0
1.013695,78.982422,0.981033,0
0.939248,78.996094,1.011288,0
1.104797,79.007812,0.999402,0
1.241218,79.011719,0.99814,0
0.837931,79.015625,0.996803,0
0.552702,79.041016,1.000121,0
0.476136,79.054688,0.998323,0
1.452658,79.09375,1.001305,0
0.55819,79.138672,0.989563,0
0.580323,79.15625,0.989176,0
0.503757,79.212891,0.996701,0
1.316677,79.244141,0.96152,0
1.557057,79.251953,0.987165,0
1.252434,79.292969,0.99922,0
1.154469,79.306641,0.998679,0
0.447889,79.335938,0.984915,0
1.283576,79.337891,0.99194,0
0.950543,79.380859,0.993212,0
0.507032,79.386719,0.994332,0
0.611396,79.423828,0.936705,0
0.684776,79.431641,0.997728,0
0.407616,79.433594,0.984103,0
0.649902,79.433594,0.999745,0
1.129632,79.443359,0.999848,0
1.452049,79.457031,0.99292,0
1.31946,79.484375,0.733982,0
0.607895,79.501953,0.992877,0
0.649017,79.501953,0.994666,0
1.373313,79.521484,1.001454,0
0.534218,79.523438,0.966872,0
0.446886,79.535156,0.990829,0
1.051173,79.582031,0.978638,0
0.60535,79.601562,0.765244,0
1.430231,79.613281,0.999658,0
0.926134,79.644531,1.001822,0
0.946919,79.666016,0.995416,0
0.496652,79.697266,1.002499,0
0.851094,79.697266,0.988221,0
0.876437,79.708984,0.99244,0
1.399833,79.789062,1.011364,0
0.408677,79.818359,0.989275,0
0.612425,79.820312,1.000326,0
1.019164,79.833984,0.996344,0
0.417993,79.910156,1.010788,0
1.183112,79.941406,1.00251,0
0.608889,79.943359,0.982776,0
1.379003,80.0,0.998421,0
0.59661,80.005859,0.959742,0
0.674029,80.107422,0.971426,0
0.800968,80.107422,1.002822,0
0.548117,80.128906,0.987411,0
0.629301,80.15625,0.988134,0
0.582565,80.195312,0.991081,0
0.609301,80.212891,1.000787,0
0.538342,80.220703,0.992329,0
0.512803,80.294922,0.993741,0
0.872822,80.298828,1.00705,0
0.699962,80.351562,0.595973,0
0.945384,80.392578,1.000138,0
1.444564,80.392578,1.002066,0
0.44969,80.404297,0.991547,0
0.541201,80.431641,0.98604,0
0.98026,80.441406,0.997363,0
0.53902,80.462891,0.996212,0
0.885582,80.484375,0.985686,0
0.975097,80.5,0.99849,0
0.874191,80.527344,0.999607,0
0.612022,80.537109,1.004735,0
0.819077,80.554688,1.005273,0
0.501549,80.566406,0.977884,0
1.18434,80.589844,0.969659,0
0.698541,80.595703,0.989541,0
0.594271,80.671875,1.002985,0
0.939052,80.699219,0.986552,0
0.78403,80.714844,0.999206,0
0.909857,80.716797,0.965306,0
0.664734,80.71875,0.997746,0
1.455303,80.736328,1.001682,0
1.236398,80.738281,0.996595,0
1.446192,80.740234,1.007184,0
1.589154,80.740234,0.997584,0
0.82159,80.744141,0.995502,0
0.888153,80.806641,0.998628,0
1.040578,80.808594,1.006029,0
0.472695,80.824219,1.004937,0
0.600506,80.847656,0.997776,0
0.493111,80.867188,0.989961,0
0.512044,80.876953,1.013494,0
0.517488,80.939453,0.996645,0
0.446701,80.974609,0.991125,0
0.826425,80.980469,1.007679,0
0.603706,81.03125,0.989312,0
1.304297,81.042969,0.998085,0
0.685693,81.064453,0.994712,0
0.7981,81.095703,0.993202,0
0.718558,81.125,0.99958,0
1.075193,81.136719,0.987299,0
1.441989,81.154297,0.989745,0
0.754617,81.171875,0.993094,0
0.948789,81.171875,0.990707,0
1.107042,81.191406,1.001246,0
1.515348,81.203125,0.992192,0
1.221624,81.207031,0.991949,0
0.64229,81.212891,0.996028,0
1.37046,81.216797,0.991012,0
0.477835,81.228516,0.874861,0
0.567228,81.230469,0.996645,0
1.072849,81.244141,1.002011,0
0.916837,81.261719,1.000166,0
0.817608,81.265625,1.004861,0
1.264459,81.28125,0.810808,0
0.782514,81.283203,0.998761,0
1.443483,81.294922,0.992994,0
1.157147,81.302734,0.986931,0
1.59608,81.318359,1.001169,0
1.357509,81.333984,1.017525,0
1.162828,81.378906,1.005722,0
0.585811,81.392578,0.991475,0
0.502438,81.423828,1.001548,0
0.53464,81.427734,1.004641,0
0.515825,81.431641,0.989548,0
0.599331,81.496094,1.002698,0
0.701905,81.503906,0.966702,0
0.852737,81.548828,0.99152,0
0.864393,81.566406,0.99929,0
0.479094,81.572266,0.929359,0
0.576564,81.603516,0.992319,0
0.506344,81.644531,0.745264,0
0.732949,81.691406,1.00173,0
0.834464,81.695312,0.997313,0
0.537634,81.748047,1.014027,0
0.924396,81.751953,1.013708,0
0.571313,81.773438,0.980397,0
1.251335,81.773438,1.004184,0
0.646836,81.779297,1.017208,0
1.417159,81.820312,1.004982,0
0.654132,81.828125,1.003547,0
0.986721,81.828125,0.986321,0
1.391108,81.832031,1.013805,0
0.590276,81.833984,1.003238,0
0.460117,81.873047,0.989274,0
0.704118,81.912109,0.997091,0
1.266822,81.960938,1.00638,0
1.556359,81.962891,0.995146,0
1.591972,81.976562,0.999629,0
0.535808,81.980469,1.00078,0
1.382456,81.990234,1.000043,0
0.891986,81.994141,0.986884,0
0.686109,82.009766,0.992151,0
0.801559,82.011719,1.008578,0
0.979999,82.039062,1.003451,0
0.508583,82.046875,0.989244,0
0.812117,82.087891,0.83555,0
1.017891,82.09375,0.994344,0
0.674403,82.15625,0.991729,0
1.002499,82.195312,0.993738,0
1.196264,82.201172,1.0014,0
0.527432,82.210938,0.996138,0
1.543483,82.25,0.997647,0
0.439172,82.255859,1.011676,0
0.74822,82.291016,1.000109,0
0.539102,82.294922,0.737749,0
1.593354,82.322266,0.996243,0
0.92313,82.341797,0.995346,0
1.200602,82.376953,0.517467,0
0.51184,82.40625,0.997995,0
1.439571,82.431641,1.00557,0
1.582335,82.460938,0.994864,0
0.526199,82.462891,0.988838,0
1.588807,82.5,0.998119,0
1.083959,82.505859,1.007308,0
0.991717,82.507812,0.793337,0
0.464025,82.576172,0.984353,0
1.374235,82.640625,0.999333,0
0.718056,82.644531,1.002387,0
0.600154,82.664062,0.997599,0
1.03677,82.667969,1.005809,0
1.259917,82.701172,0.991237,0
0.403915,82.728516,0.985672,0
1.323714,82.798828,0.96274,0
1.113484,82.820312,0.992947,0
0.704927,82.84375,1.007237,0
1.12174,82.857422,1.000685,0
0.662047,82.871094,0.998018,0
0.68034,82.892578,0.999882,0
0.757725,82.894531,0.997704,0
1.496482,82.900391,1.003038,0
0.967058,82.916016,1.007998,0
0.430732,82.933594,0.981899,0
0.681206,82.941406,0.99328,0
0.618328,82.966797,1.001658,0
0.622553,83.007812,0.991785,0
0.850479,83.007812,0.993894,0
0.658635,83.011719,0.992102,0
0.385349,83.095703,0.988057,0
1.38486,83.097656,0.994885,0
0.551065,83.109375,0.994754,0
0.717507,83.113281,0.997792,0
0.473357,83.126953,0.982054,0
0.950146,83.130859,1.001758,0
0.611126,83.193359,0.998109,0
0.703436,83.195312,1.003614,0
0.716981,83.201172,0.995391,0
0.439435,83.203125,0.999716,0
0.517142,83.21875,0.993178,0
0.976393,83.224609,0.957876,0
0.683932,83.234375,0.99337,0
0.959009,83.240234,1.003263,0
0.497532,83.244141,1.005795,0
0.971745,83.251953,1.003264,0
0.926867,83.291016,0.99917,0
1.010714,83.373047,0.996025,0
0.766295,83.375,0.997024,0
0.642586,83.376953,0.995051,0
0.625235,83.433594,0.997235,0
0.858272,83.482422,0.983679,0
0.963305,83.498047,0.996601,0
1.390733,83.511719,0.970928,0
1.582146,83.521484,1.000146,0
1.383609,83.556641,0.998005,0
1.159494,83.585938,0.99901,0
0.584969,83.611328,0.995601,0
1.553514,83.611328,1.005215,0
0.525758,83.621094,0.995004,0
1.424033,83.628906,1.000211,0
0.491145,83.632812,1.004852,0
0.478616,83.636719,0.972359,0
1.330475,83.644531,0.988314,0
0.481451,83.667969,0.680654,0
1.009896,83.669922,0.99999,0
0.532697,83.689453,0.99592,0
0.857674,83.722656,0.99477,0
0.388426,83.763672,0.987847,0
1.01834,83.765625,1.003009,0
0.809094,83.783203,1.005852,0
0.549802,83.789062,1.001532,0
1.115054,83.794922,0.989555,0
1.145785,83.835938,0.988764,0
1.556179,83.835938,0.993451,0
0.716608,83.839844,1.002182,0
0.6216,83.849609,0.999401,0
1.205732,83.894531,0.999553,0
0.871738,83.896484,0.980177,0
1.013727,83.958984,0.991776,0
0.686869,84.009766,1.005136,0
1.565467,84.011719,0.994363,0
0.687147,84.021484,0.996866,0
1.154398,84.060547,0.99956,0
0.713909,84.064453,0.997407,0
1.092041,84.121094,0.983777,0
0.600114,84.128906,0.986635,0
0.657606,84.181641,0.997774,0
0.611095,84.1875,0.999253,0
1.107867,84.195312,0.998663,0
0.704125,84.203125,1.008978,0
1.214117,84.208984,1.006292,0
1.498042,84.21875,0.997057,0
0.463737,84.232422,0.993152,0
1.339593,84.234375,0.983418,0
0.748725,84.261719,0.996096,0
0.490914,84.273438,1.000512,0
0.908471,84.294922,1.000409,0
1.424301,84.324219,0.977068,0
0.485879,84.345703,1.017623,0
0.41493,84.351562,0.998695,0
0.408954,84.365234,1.013416,0
0.515529,84.371094,0.997412,0
1.449334,84.378906,0.997824,0
0.834119,84.423828,1.012992,0
1.447558,84.460938,0.998293,0
1.043725,84.470703,0.988589,0
0.806921,84.486328,0.998746,0
0.935498,84.492188,0.989543,0
0.774218,84.498047,0.977275,0
1.328418,84.537109,0.99469,0
0.888874,84.572266,1.005176,0
0.542692,84.583984,1.001878,0
1.300888,84.613281,0.992605,0
0.462905,84.625,1.001596,0
1.390976,84.634766,0.99744,0
1.490001,84.664062,0.919628,0
0.967015,84.673828,0.999165,0
1.08186,84.679688,0.976534,0
0.81699,84.689453,0.994405,0
0.46075,84.708984,0.951757,0
0.650953,84.791016,0.972789,0
0.882312,84.794922,0.990841,0
0.631662,84.806641,0.994095,0
0.991386,84.808594,0.996239,0
0.635708,84.833984,1.014503,0
1.225316,84.841797,1.008603,0
0.557277,84.904297,0.980677,0
0.925228,84.908203,1.000388,0
1.117394,84.914062,0.993094,0
1.572568,84.935547,0.987252,0
0.85865,84.955078,0.980988,0
0.495174,85.0,1.006683,0
0.653351,85.027344,0.992749,0
0.724194,85.050781,0.996037,0
1.481683,85.054688,0.997305,0
0.625648,85.136719,1.004288,0
0.728511,85.136719,0.9969,0
0.475203,85.148438,0.9486,0
0.608885,85.169922,0.980745,0
0.912298,85.224609,0.991878,0
0.545039,85.232422,0.95868,0
0.388054,85.251953,1.003421,0
1.044091,85.263672,0.995608,0
0.655589,85.287109,0.880427,0
0.752349,85.332031,1.000891,0
0.466346,85.353516,0.992114,0
1.442554,85.357422,1.005968,0
0.863361,85.363281,1.006171,0
0.583309,85.369141,0.999077,0
0.541532,85.392578,1.000954,0
0.805501,85.408203,0.85294,0
0.914577,85.433594,1.005678,0
0.405338,85.464844,0.977821,0
0.872209,85.464844,1.004066,0
1.450494,85.466797,0.995493,0
1.39667,85.478516,0.935434,0
0.775935,85.482422,0.980694,0
0.852353,85.494141,1.002005,0
1.489335,85.5625,1.003227,0
0.516685,85.587891,0.999836,0
0.440752,85.611328,1.004148,0
0.491316,85.628906,0.983179,0
1.104597,85.638672,0.988809,0
0.95692,85.65625,1.000872,0
1.075092,85.669922,0.998004,0
1.032552,85.6875,0.986929,0
0.608324,85.701172,0.990466,0
1.156468,85.820312,1.005308,0
0.685203,85.845703,0.979497,0
0.694358,85.847656,1.011756,0
1.444271,85.900391,0.996824,0
0.424789,85.964844,1.01117,0
0.495351,85.996094,0.990074,0
0.936007,86.046875,1.00948,0
0.93338,86.091797,0.996831,0
0.741171,86.115234,1.01784,0
0.813346,86.121094,0.995602,0
1.350231,86.179688,1.007474,0
1.087741,86.238281,0.982298,0
1.10606,86.265625,1.005137,0
1.289687,86.306641,0.990922,0
1.554271,86.353516,1.004777,0
0.970396,86.382812,1.009233,0
0.848225,86.4375,0.999021,0
0.511366,86.445312,0.997595,0
1.474763,86.478516,0.906963,0
1.137776,86.480469,0.969529,0
0.935261,86.494141,1.004834,0
0.60363,86.496094,0.995351,0
1.127373,86.541016,0.99797,0
0.713425,86.566406,0.997846,0
0.379221,86.578125,0.996735,0
0.805806,86.675781,0.995499,0
1.575278,86.757812,0.985161,0
1.121907,86.769531,0.998477,0
1.059562,86.798828,0.99111,0
0.583775,86.859375,0.99488,0
1.050434,86.859375,0.998473,0
1.040063,86.869141,0.996397,0
0.698617,86.873047,1.007354,0
0.867707,86.941406,1.006007,0
0.909404,86.982422,0.622486,0
1.342258,86.988281,0.992827,0
0.878253,87.005859,0.998258,0
0.899576,87.052734,1.004134,0
1.128533,87.066406,0.991075,0
1.302393,87.210938,0.991341,0
0.597508,87.226562,0.994765,0
0.676062,87.232422,0.977945,0
0.983988,87.251953,0.997508,0
0.538914,87.257812,0.993581,0
0.483899,87.273438,0.687143,0
1.357558,87.294922,0.819432,0
1.01407,87.376953,1.000221,0
0.672189,87.382812,1.012736,0
1.434496,87.400391,0.971769,0
0.990974,87.427734,0.985411,0
1.174125,87.458984,1.004535,0
1.419372,87.466797,0.995607,0
0.623815,87.480469,0.993364,0
0.459244,87.488281,1.004537,0
1.496331,87.556641,1.006088,0
0.66406,87.615234,0.987809,0
1.026782,87.619141,1.003288,0
0.74679,87.654297,1.00621,0
